UNITID_P,INSTNM,BRANCH,Address,City,State,men_total,women_total,Total,arrest_WEAPON20,arrest_DRUG20,arrest_LIQUOR20,arrest_WEAPON21,arrest_DRUG21,arrest_LIQUOR21,arrest_WEAPON22,arrest_DRUG22,arrest_LIQUOR22,arrest_FILTER20,arrest_FILTER21,arrest_FILTER22,crime_MURD20,crime_NEG_M20,crime_RAPE20,crime_FONDL20,crime_INCES20,crime_STATR20,crime_ROBBE20,crime_AGG_A20,crime_BURGLA20,crime_VEHIC20,crime_ARSON20,crime_MURD21,crime_NEG_M21,crime_RAPE21,crime_FONDL21,crime_INCES21,crime_STATR21,crime_ROBBE21,crime_AGG_A21,crime_BURGLA21,crime_VEHIC21,crime_ARSON21,crime_MURD22,crime_NEG_M22,crime_RAPE22,crime_FONDL22,crime_INCES22,crime_STATR22,crime_ROBBE22,crime_AGG_A22,crime_BURGLA22,crime_VEHIC22,crime_ARSON22,crime_FILTER20,crime_FILTER21,crime_FILTER22,discipline_WEAPON20,discipline_DRUG20,discipline_LIQUOR20,discipline_WEAPON21,discipline_DRUG21,discipline_LIQUOR21,discipline_WEAPON22,discipline_DRUG22,discipline_LIQUOR22,discipline_FILTER20,discipline_FILTER21,discipline_FILTER22,vawa_DOMEST20,vawa_DATING20,vawa_STALK20,vawa_DOMEST21,vawa_DATING21,vawa_STALK21,vawa_DOMEST22,vawa_DATING22,vawa_STALK22,vawa_FILTER20,vawa_FILTER21,vawa_FILTER22
125897001,Woodbury University,Woodbury University - Burbank Campus,7500 GLENOAKS BLVD,BURBANK,CA,444,499,943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
126076001,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Main Campus,7215 WARING AVE,LOS ANGELES,CA,142,0,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
126182001,Adams State University,Adams State University,208 EDGEMONT BLVD,ALAMOSA,CO,1209,1645,2854,0.0,3.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,2.0,14.0,31.0,0.0,10.0,27.0,1.0,9.0,57.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0
126562001,University of Colorado Denver/Anschutz Medical Campus,University of Colorado Denver - Downtown,"1380 Lawrence Street, Suite 1400",DENVER,CO,9480,14264,23744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0.0,9.0,16.0,0.0,5.0,33.0,0.0,0.0,118.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,7.0,1.0,1.0,1.0
126580001,University of Colorado Colorado Springs,University of Colorado Colorado Springs,1420 AUSTIN BLUFFS PKWY,COLORADO SPRINGS,CO,5163,6268,11431,0.0,2.0,29.0,0.0,2.0,7.0,0.0,7.0,20.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,10.0,112.0,0.0,12.0,49.0,0.0,27.0,71.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0
126614001,University of Colorado Boulder,Main Campus,Campus Box 17 UCB,Boulder,CO,21815,17770,39585,0.0,162.0,425.0,0.0,27.0,74.0,0.0,7.0,58.0,1.0,1.0,1.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,23.0,13.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1,1,1,0.0,393.0,937.0,0.0,27.0,521.0,0.0,228.0,1137.0,1.0,1.0,1.0,3.0,6.0,2.0,4.0,6.0,9.0,5.0,3.0,6.0,1.0,1.0,1.0
126669001,Colorado Christian University,Lakewood Main Campus,8787 W. Alameda,Lakewood,CO,2844,6120,8964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,3.0,0.0,0.0,6.0,1.0,1.0,12.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
126678001,Colorado College,Colorado College,14 E CACHE LA POUDRE,COLORADO SPRINGS,CO,971,1232,2203,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,68.0,62.0,0.0,54.0,165.0,0.0,81.0,173.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
126711001,Colorado Mountain College,Colorado Mountain College,802 Grand Ave.,GLENWOOD SPRINGS,CO,2187,2997,5184,0.0,0.0,1.0,0.0,2.0,14.0,0.0,6.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,17.0,35.0,0.0,18.0,20.0,0.0,11.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
126748001,Colorado Northwestern Community College,Colorado Northwestern Community College,500 KENNEDY DR,RANGELY,CO,479,700,1179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
126748002,Colorado Northwestern Community College,Colorado Northwestern Community College-Craig Campus,2801 West 9th Street,Craig,CO,479,700,1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
126775001,Colorado School of Mines,Main Campus,1500 ILLINOIS ST,GOLDEN,CO,5078,2325,7403,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1,1,1,0.0,3.0,26.0,0.0,8.0,30.0,0.0,5.0,116.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
126818001,Colorado State University-Fort Collins,Main Campus,102 Administration Building,Fort Collins,CO,14875,18528,33403,0.0,1.0,0.0,0.0,3.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,4.0,9.0,0.0,2.0,1,1,1,0.0,296.0,650.0,1.0,76.0,747.0,2.0,94.0,543.0,1.0,1.0,1.0,10.0,12.0,4.0,2.0,7.0,5.0,4.0,7.0,11.0,1.0,1.0,1.0
126979001,Denver Seminary,Main Campus,6399 Santa Fe Drive,Littleton,CO,450,424,874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
127060001,University of Denver,University Park Campus,2199 S. UNIVERSITY BLVD.,DENVER,CO,5231,8503,13734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,2.0,14.0,2.0,1.0,1,1,1,3.0,150.0,307.0,1.0,88.0,315.0,0.0,103.0,259.0,1.0,1.0,1.0,0.0,3.0,7.0,0.0,1.0,16.0,1.0,0.0,6.0,1.0,1.0,1.0
127185001,Fort Lewis College,Main Campus,1000 RIM DRIVE,DURANGO,CO,1517,1883,3400,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0.0,10.0,98.0,1.0,15.0,103.0,0.0,21.0,140.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,3.0,10.0,0.0,1.0,1.0,1.0
127389001,Lamar Community College,Lamar Community College,2401 S MAIN ST,LAMAR,CO,295,373,668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,4.0,18.0,0.0,1.0,13.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
127556001,Colorado Mesa University,Colorado Mesa University - Main Campus,1100 North Avenue,GRAND JUNCTION,CO,4166,4739,8905,0.0,13.0,1.0,0.0,18.0,11.0,0.0,17.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,1,1,0.0,17.0,277.0,0.0,26.0,254.0,0.0,28.0,279.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0
127653001,Naropa University,Arapahoe Campus,2130 Arapahoe Ave,Boulder,CO,290,775,1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
127732001,Northeastern Junior College,"Main Campus (Sterling, CO)",100 COLLEGE AVE,STERLING,CO,514,932,1446,2.0,1.0,3.0,0.0,1.0,25.0,0.0,0.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
127741001,University of Northern Colorado,Main Campus,CARTER HALL - RM 4000,GREELEY,CO,2902,6478,9380,0.0,4.0,11.0,0.0,9.0,4.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1,1,0.0,25.0,49.0,0.0,37.0,52.0,0.0,29.0,67.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,5.0,1.0,9.0,12.0,1.0,1.0,1.0
127778001,Otero College,Main Campus,1802 COLORADO AVE,LA JUNTA,CO,434,565,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0.0,0.0,29.0,0.0,0.0,20.0,0.0,7.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
127918001,Regis University,Northwest Denver Campus,3333 REGIS BLVD,DENVER,CO,1510,3158,4668,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0.0,40.0,76.0,0.0,4.0,62.0,0.0,23.0,58.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,6.0,1.0,1.0,1.0
128106001,Colorado State University Pueblo,Colorado State University Pueblo,2200 BONFORTE BLVD,PUEBLO,CO,2642,3975,6617,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,1,1,0.0,9.0,32.0,0.0,14.0,28.0,3.0,27.0,60.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
128258001,Trinidad State College,Trinidad Campus,600 Prospect St,Trinidad,CO,702,803,1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,10.0,1.0,0.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
128258002,Trinidad State College,Valley Campus,1011 Main Street,Alamosa,CO,702,803,1505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.0,10.0,23.0,0.0,4.0,17.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
128391001,Western Colorado University,Main Campus,1 Western Way,GUNNISON,CO,1735,1813,3548,0.0,11.0,9.0,0.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,12.0,76.0,0.0,5.0,65.0,0.0,18.0,72.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0
128498001,Albertus Magnus College,Main Campus,700 PROSPECT ST,NEW HAVEN,CT,476,799,1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,17.0,7.0,0.0,9.0,24.0,0.0,9.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0
128744001,University of Bridgeport,Main Campus,126 Park Avenue,Bridgeport,CT,1561,2427,3988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0.0,12.0,9.0,0.0,7.0,19.0,0.0,15.0,43.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
128771001,Central Connecticut State University,Main Campus,1615 STANLEY ST,NEW BRITAIN,CT,4834,4634,9468,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0.0,5.0,48.0,0.0,0.0,31.0,0.0,5.0,66.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0
128902001,Connecticut College,Connecticut College,270 MOHEGAN AVE,NEW LONDON,CT,749,1199,1948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,14.0,53.0,2.0,21.0,34.0,0.0,22.0,74.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0
129020001,University of Connecticut,Storrs Main Campus,126 North Eagleville Road,STORRS,CT,12559,14444,27003,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1,1,1,0.0,60.0,180.0,0.0,42.0,366.0,0.0,48.0,330.0,1.0,1.0,1.0,4.0,0.0,3.0,6.0,0.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0
129154001,Goodwin University,Main Campus,One Riverside Drive,East Hartford,CT,491,2667,3158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
129215001,Eastern Connecticut State University,Eastern Connecticut State University,83 WINDHAM ST,WILLIMANTIC,CT,1651,2431,4082,0.0,8.0,18.0,0.0,8.0,48.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,8.0,22.0,0.0,8.0,85.0,0.0,6.0,60.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
129242001,Fairfield University,Fairfield University,1073 NORTH BENSON RD,FAIRFIELD,CT,2457,3562,6019,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1,1,1,0.0,10.0,149.0,0.0,32.0,121.0,1.0,24.0,173.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,7.0,1.0,1.0,1.0,1.0
129491001,Hartford International University for Religion and Peace,Main Campus,77 Sherman Street,Hartford,CT,53,39,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
129525001,University of Hartford,Main Campus,200 BLOOMFIELD AVE,WEST HARTFORD,CT,2362,3370,5732,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,1,1,1.0,35.0,74.0,1.0,25.0,38.0,5.0,71.0,59.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0
129534001,Holy Apostles College and Seminary,Main Campus,33 PROSPECT HILL RD,CROMWELL,CT,449,270,719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
129774001,Mitchell College,Mitchell College,437 PEQUOT AVE,NEW LONDON,CT,288,251,539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
